Season,Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
2007,Daniel Figueroa,BAL,LEVEL,24,116,396,492,110,91,14,5,0,75,28,68,0,91,14,4,10,4,35,11,0.27777778,sa302344
2008,Walter Ibarra,NYY,LEVEL,20,27,91,97,18,10,6,1,1,13,13,6,1,16,0,0,0,3,1,0,0.1978022,sa314143
2009,Walter Ibarra,NYY,LEVEL,21,12,29,32,7,7,0,0,0,2,3,2,0,10,0,0,1,1,1,0,0.24137931,sa314143
2007,Jaime Landin,STL,LEVEL,23,81,264,309,72,52,12,1,7,33,35,35,0,25,5,2,3,6,2,3,0.27272727,sa321737
2006,Nic Crosta,SDP,LEVEL,23,37,123,153,47,27,12,1,7,26,30,26,0,35,2,2,0,0,2,2,0.38211382,sa321739
2007,Matt Stocco,SDP,LEVEL,23,79,255,279,49,33,15,0,1,27,21,16,0,83,3,2,3,1,3,2,0.19215686,sa321740
2006,Rayner Contreras,SDP,LEVEL,19,12,38,40,4,4,0,0,0,2,1,2,0,9,0,0,0,0,0,0,0.10526316,sa322912
2007,Rayner Contreras,SDP,LEVEL,20,73,268,297,74,53,12,2,7,26,37,22,0,53,2,5,0,3,7,6,0.2761194,sa322912
2006,Anderson Gomes,CHW,LEVEL,21,80,288,320,72,51,11,3,7,37,30,24,0,67,3,2,3,5,10,5,0.25,sa323012
2007,Anderson Gomes,CHW,LEVEL,22,79,283,325,85,60,17,1,7,50,47,34,0,55,1,6,1,7,2,3,0.30035336,sa323012
2008,Anderson Gomes,CHW,LEVEL,23,1,3,3,2,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,sa323012
2017,Tim Tebow,NYM,LEVEL,29,64,214,244,47,29,14,1,3,29,23,24,0,69,5,1,0,8,0,1,0.21962617,sa323152
2007,Jonathan Sanchez,NYM,LEVEL,21,55,179,192,34,21,9,1,3,16,15,13,0,44,0,0,0,4,5,1,0.18994413,sa323416
2006,Jonathan Sanchez,NYM,LEVEL,20,85,324,347,77,58,9,1,9,39,27,19,1,58,1,1,2,6,12,6,0.23765432,sa323416
2006,Pedro Moreno,CHW,LEVEL,20,2,6,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,sa323418
2006,Jose Rodriguez,CHW,LEVEL,21,26,76,86,10,9,1,0,0,5,5,6,0,32,1,1,2,1,1,1,0.13157895,sa323564
2008,Jose Escalona,SEA,LEVEL,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sa323567
2006,Manuel Ferrer,ARI,LEVEL,21,78,248,277,61,51,5,4,1,20,26,23,0,58,1,0,5,7,3,5,0.24596774,sa323904
2007,Manuel Ferrer,ARI,LEVEL,22,71,218,257,47,35,10,1,1,25,27,31,0,42,2,1,5,9,5,2,0.21559633,sa323904
2006,Kevin Reynolds,SEA,LEVEL,23,14,34,41,7,6,1,0,0,6,0,2,1,7,3,0,2,0,2,3,0.20588235,sa324602
2007,Kevin Reynolds,SEA,LEVEL,24,6,21,22,2,2,0,0,0,1,0,1,0,6,0,0,0,1,1,0,0.0952381,sa324602
2008,Kevin Reynolds,SEA,LEVEL,25,3,5,6,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,sa324602
2008,Jair Fernandez,MIN,LEVEL,21,36,127,141,36,27,8,0,1,16,20,9,0,24,1,1,3,5,0,1,0.28346457,sa324904
2007,Jair Fernandez,SEA,LEVEL,20,52,146,170,38,25,11,0,2,15,13,16,0,29,3,1,4,4,2,0,0.26027397,sa324904
2006,Jesus Lopez,SDP,LEVEL,18,55,179,204,37,28,6,0,3,23,19,19,1,32,1,1,4,6,0,0,0.20670391,sa325096
2007,Jesus Lopez,SDP,LEVEL,19,117,380,441,88,68,16,2,2,39,39,43,0,59,3,8,7,10,0,2,0.23157895,sa325096
2008,Mike Hernandez,NYM,LEVEL,24,9,33,35,13,10,2,1,0,9,4,2,0,5,0,0,0,0,0,0,0.39393939,sa325559
2006,Mike Hernandez,DET,LEVEL,22,87,349,377,97,62,19,3,13,40,63,19,1,68,4,5,0,9,2,1,0.27793696,sa325559
2013,Mike Hernandez,DET,LEVEL,29,11,38,44,11,6,2,3,0,7,6,4,0,8,2,0,0,0,1,0,0.28947368,sa325559
2009,Timothy Rodriguez,TEX,LEVEL,22,35,106,113,23,18,3,0,2,9,11,3,0,25,1,1,2,3,2,4,0.21698113,sa325983
2006,Chris Kemp,TEX,LEVEL,22,24,84,94,19,13,4,0,2,10,13,6,0,19,2,2,0,4,1,0,0.22619048,sa325986
2007,Chris Kemp,TEX,LEVEL,23,43,134,152,39,30,5,0,4,19,19,16,1,23,2,0,0,3,1,2,0.29104478,sa325986
2006,Maxwell Leon,DET,LEVEL,22,6,12,14,2,0,2,0,0,1,1,1,0,2,0,0,0,0,1,0,0.16666667,sa326041
2007,Cole Miles,ATL,LEVEL,20,16,53,60,13,12,1,0,0,6,2,5,0,10,0,1,1,0,4,0,0.24528302,sa326096
2008,Cole Miles,ATL,LEVEL,21,118,443,492,106,91,9,5,1,58,15,35,0,74,1,0,13,4,28,8,0.23927765,sa326096
2007,Brian Mathews,LAD,LEVEL,19,23,91,96,29,22,6,0,1,8,2,5,0,18,0,0,0,2,3,0,0.31868132,sa326098
2008,Brian Mathews,LAD,LEVEL,20,64,196,232,40,22,13,1,4,16,19,31,0,42,3,1,1,6,3,0,0.20408163,sa326098
2009,Brian Mathews,LAD,LEVEL,21,13,44,47,8,7,1,0,0,4,2,1,0,8,2,0,0,3,1,0,0.18181818,sa326098
2008,Shane Keough,OAK,LEVEL,21,104,340,375,83,71,7,3,2,43,26,29,2,103,2,1,3,7,3,8,0.24411765,sa326099
2007,Willie Cabrera,ATL,LEVEL,20,65,260,276,68,47,17,1,3,28,30,11,0,28,2,3,0,10,2,1,0.26153846,sa326105
2007,Christopher Vinyard,BAL,LEVEL,21,129,480,547,129,79,34,0,16,61,82,48,1,115,9,10,0,12,1,0,0.26875,sa326109
2007,Matt Sheely,BOS,LEVEL,20,40,140,152,42,29,9,2,2,25,21,9,0,22,1,1,1,1,11,1,0.3,sa326113
2008,Christian Marrero,CHW,LEVEL,21,124,436,505,119,75,29,5,10,53,61,54,0,89,6,8,1,8,11,5,0.27293578,sa326115
2008,Danny Jordan,CHW,LEVEL,22,22,68,76,16,12,1,0,3,6,9,7,1,19,0,1,0,2,1,0,0.23529412,sa326116
2007,Jake Long,CIN,LEVEL,21,7,23,26,4,3,1,0,0,2,1,2,0,7,0,0,1,2,0,0,0.17391304,sa326119
2008,Jake Long,CIN,LEVEL,22,17,59,64,17,13,4,0,0,7,9,5,1,17,0,0,0,1,0,1,0.28813559,sa326119
2009,Jake Long,CIN,LEVEL,23,9,33,34,5,4,0,0,1,3,3,1,0,5,0,0,0,2,0,0,0.15151515,sa326119
2008,Angel Cabrera,CIN,LEVEL,22,65,217,241,57,41,12,1,3,20,22,17,0,48,5,0,2,4,3,4,0.26267281,sa326120
2007,Adam Howard,FLA,LEVEL,21,69,243,261,61,39,10,0,12,29,42,15,1,67,1,2,0,6,2,1,0.25102881,sa326124
2008,Adam Howard,FLA,LEVEL,22,33,115,122,21,16,3,0,2,15,5,7,0,31,0,0,0,0,0,1,0.1826087,sa326124
2007,Andrew Darnell,HOU,LEVEL,20,5,18,21,4,4,0,0,0,3,1,2,0,5,0,0,1,0,0,0,0.22222222,sa326126
2009,Seth Loman,CHW,LEVEL,23,27,99,114,30,16,4,2,8,19,23,6,1,29,8,1,0,3,0,0,0.3030303,sa326152
2009,Brock Kjeldgaard,MIL,LEVEL,23,133,472,549,118,64,30,4,20,65,74,58,0,172,12,7,0,10,12,6,0.25,sa326252
2007,Brad Miller,MIL,LEVEL,21,35,117,132,27,19,6,0,2,16,8,11,0,38,3,0,1,3,4,2,0.23076923,sa326253
2008,Ulrich Snijders,MIL,LEVEL,21,45,135,156,27,16,6,1,4,22,19,20,0,55,0,0,1,2,0,1,0.2,sa326254
2008,David Bromberg,MIN,LEVEL,20,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,sa326256
2007,James Simmons,SFG,LEVEL,21,56,176,202,34,19,7,5,3,29,19,21,0,64,4,1,0,1,13,6,0.19318182,sa326261
2008,James Simmons,SFG,LEVEL,22,107,354,386,82,62,12,3,5,49,37,22,0,132,1,2,7,6,25,10,0.23163842,sa326261
2009,James Simmons,SFG,LEVEL,23,99,286,331,72,49,17,2,4,44,35,31,0,85,8,2,4,5,15,1,0.25174825,sa326261
2006,Travis Scott,SEA,LEVEL,21,38,132,146,32,22,8,2,0,13,20,5,0,37,3,4,2,2,0,1,0.24242424,sa326418
2007,Joe White,SEA,LEVEL,21,57,189,222,55,42,10,0,3,27,35,28,1,51,3,1,1,3,0,1,0.29100529,sa326420
2008,Joe White,SEA,LEVEL,22,47,154,183,41,37,2,0,2,15,19,24,1,39,3,1,1,3,2,0,0.26623377,sa326420
2007,Kevin Gossage,TEX,LEVEL,20,24,76,85,11,7,4,0,0,5,3,5,0,30,2,0,2,3,1,0,0.14473684,sa326424
2007,Thomas Berkery,TEX,LEVEL,24,2,4,6,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0.25,sa326425
2008,Joseph Nowicki,BAL,LEVEL,25,130,492,550,136,75,36,6,19,74,78,46,2,142,8,4,0,10,14,4,0.27642276,sa326431
2008,Jackson Brennan,TBR,LEVEL,25,15,53,66,10,9,1,0,0,8,2,10,0,14,2,0,1,0,1,1,0.18867925,sa326464
2006,Jackson Brennan,TBD,LEVEL,23,68,226,279,59,38,16,0,5,36,34,38,1,56,12,2,0,1,9,5,0.26106195,sa326464
2007,Quinn Stewart,TBD,LEVEL,23,112,386,438,97,57,18,1,21,62,63,41,1,122,8,2,1,5,21,5,0.25129534,sa326465
2008,Quinn Stewart,TBR,LEVEL,24,64,226,259,64,44,10,2,8,49,44,27,0,61,2,4,0,3,11,4,0.28318584,sa326465
2007,Billy Rowell,BAL,LEVEL,18,91,352,388,96,63,21,3,9,47,57,31,1,104,3,2,0,4,3,2,0.27272727,sa326471
2010,Colton Willems,WSN,LEVEL,21,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,sa326485
2007,Maxwell Sapp,HOU,LEVEL,19,86,315,359,76,51,23,0,2,25,32,38,2,70,4,1,1,11,0,0,0.24126984,sa326486
2008,Maxwell Sapp,HOU,LEVEL,20,74,255,291,51,35,12,0,4,24,29,30,0,77,1,5,0,8,0,1,0.2,sa326486
2008,Cody Johnson,ATL,LEVEL,19,127,468,514,118,65,26,1,26,62,89,40,0,177,0,6,0,8,8,3,0.25213675,sa326488
2008,Nick Abel,NYM,LEVEL,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sa326492
2006,Nick Abel,NYM,LEVEL,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sa326492
2007,Jason Place,BOS,LEVEL,19,129,459,517,98,59,23,4,12,60,55,52,0,160,4,2,0,13,9,8,0.21350763,sa326496
2007,Preston Mattingly,LAD,LEVEL,19,107,404,437,85,63,12,7,3,42,40,22,0,119,2,6,3,6,11,3,0.21039604,sa326504
2008,Preston Mattingly,LAD,LEVEL,20,92,335,358,75,52,14,3,6,37,24,16,0,108,2,1,1,9,11,4,0.2238806,sa326504
2011,Preston Mattingly,LAD,LEVEL,23,16,48,51,11,6,2,0,3,8,8,1,0,17,1,1,0,1,1,0,0.22916667,sa326504
2008,Kyler Burke,CHC,LEVEL,20,35,131,144,27,19,5,1,2,12,8,11,0,34,2,0,0,1,3,0,0.20610687,sa326508
2009,Kyler Burke,CHC,LEVEL,21,132,465,555,141,80,43,3,15,93,89,78,5,99,6,6,0,9,14,2,0.30322581,sa326508
2007,Kyler Burke,SDP,LEVEL,19,62,213,243,45,36,7,1,1,24,21,26,0,73,3,1,0,1,3,1,0.21126761,sa326508
2008,Jason Taylor,KCR,LEVEL,20,127,433,533,105,67,17,4,17,79,58,81,4,97,11,5,3,8,40,14,0.24249423,sa326519
2009,Jason Taylor,KCR,LEVEL,21,57,202,230,55,37,14,2,2,29,27,26,3,31,1,1,0,1,17,10,0.27227723,sa326519
2008,David Christensen,COL,LEVEL,20,94,335,365,76,43,21,1,11,44,46,23,0,130,6,1,0,5,12,3,0.22686567,sa326520
2009,David Christensen,COL,LEVEL,21,118,431,473,101,50,26,7,18,62,63,26,1,166,11,3,2,4,27,9,0.23433875,sa326520
2008,Ron Bourquin,DET,LEVEL,23,118,409,485,96,70,22,1,3,49,46,66,1,93,2,7,1,15,6,6,0.23471883,sa326524
2009,Ron Bourquin,DET,LEVEL,24,81,297,359,84,55,25,1,3,40,58,48,1,77,4,9,1,5,8,3,0.28282828,sa326524
2010,Ron Bourquin,DET,LEVEL,25,11,38,47,9,6,3,0,0,3,3,8,0,11,1,0,0,1,1,0,0.23684211,sa326524
2007,Brent Brewer,MIL,LEVEL,19,127,518,577,130,87,25,7,11,86,49,46,1,170,5,5,3,8,42,7,0.25096525,sa326534
2008,Brent Brewer,MIL,LEVEL,20,47,174,196,37,22,13,2,0,25,17,18,0,54,2,0,2,3,16,4,0.21264368,sa326534
2008,Thomas Hickman,FLA,LEVEL,20,101,338,398,78,43,18,2,15,45,59,49,1,103,7,3,1,3,1,0,0.23076923,sa326537
2009,Thomas Hickman,FLA,LEVEL,21,28,90,109,29,12,9,1,7,14,19,17,2,27,2,0,0,0,2,2,0.32222222,sa326537
2010,Thomas Hickman,FLA,LEVEL,22,17,61,69,14,7,2,0,5,6,12,4,0,22,2,1,1,0,0,1,0.2295082,sa326537
2009,Wes Hodges,CLE,LEVEL,24,5,10,13,4,2,2,0,0,1,2,2,0,1,1,0,0,0,0,1,0.4,sa326543
2012,Wes Hodges,SFG,LEVEL,27,23,88,90,20,13,5,0,2,10,7,2,0,21,0,0,0,2,0,0,0.22727273,sa326543
2008,Stephen Englund,WSN,LEVEL,20,34,117,135,19,11,6,0,2,13,9,14,0,32,2,1,1,3,1,1,0.16239316,sa326544
2009,Stephen Englund,WSN,LEVEL,21,29,101,110,11,8,3,0,0,12,5,9,0,48,0,0,0,1,1,1,0.10891089,sa326544
2009,Chase Fontaine,KCR,LEVEL,23,27,100,109,29,19,7,1,2,13,13,7,0,22,1,1,0,1,0,3,0.29,sa326546
2007,Chase Fontaine,ATL,LEVEL,21,95,313,375,90,67,14,6,3,60,26,58,1,75,2,0,2,7,10,9,0.28753994,sa326546
2008,Chase Fontaine,TBR,LEVEL,22,55,186,225,50,36,9,2,3,36,24,32,0,37,1,2,4,2,2,5,0.2688172,sa326546
2006,Shelby Ford,PIT,LEVEL,21,55,223,249,59,34,16,3,6,43,27,14,0,51,8,1,3,2,4,3,0.26457399,sa326554
2008,C.J. Ebarb,TOR,LEVEL,25,45,147,164,34,23,10,0,1,12,19,11,1,48,0,6,0,3,0,1,0.23129252,sa326570
2007,Jared Keel,PIT,LEVEL,22,98,326,400,85,44,23,1,17,63,56,56,1,79,13,4,1,4,5,2,0.2607362,sa326581
2008,Tom Hagan,PIT,LEVEL,24,87,312,347,84,59,16,2,7,49,45,28,2,71,5,1,1,5,2,0,0.26923077,sa326584
2012,Cyle Hankerd,CHW,LEVEL,27,9,32,41,14,6,3,0,5,11,14,5,1,7,3,1,0,0,0,0,0.4375,sa326676
2007,Chad Tracy,TEX,LEVEL,21,134,509,569,127,76,35,2,14,64,84,50,3,93,5,5,0,7,9,1,0.24950884,sa326677
2010,Torre Langley,PHI,LEVEL,22,16,41,45,12,10,2,0,0,3,5,3,0,10,0,1,0,1,1,1,0.29268293,sa326679
2011,Torre Langley,PHI,LEVEL,23,17,50,56,11,10,1,0,0,2,7,3,0,11,1,1,1,0,1,0,0.22,sa326679
2008,Torre Langley,FLA,LEVEL,20,71,258,275,54,34,11,3,6,31,32,14,0,45,0,1,2,18,0,0,0.20930233,sa326679
2009,Torre Langley,FLA,LEVEL,21,67,229,247,51,41,6,0,4,16,25,11,0,38,2,3,2,4,2,1,0.22270742,sa326679
2007,Stephen King,WSN,LEVEL,19,35,128,142,23,17,4,0,2,16,9,13,0,51,1,0,0,1,5,4,0.1796875,sa326680
2008,Stephen King,WSN,LEVEL,20,87,335,364,95,67,21,1,6,39,33,22,0,75,5,1,1,11,4,4,0.28358209,sa326680
2010,Stephen King,WSN,LEVEL,22,30,98,119,18,12,4,0,2,11,13,15,0,29,6,0,0,4,0,2,0.18367347,sa326680
2006,Matthew Sulentic,OAK,LEVEL,18,30,98,113,23,17,4,1,1,12,13,12,1,19,2,1,0,3,1,2,0.23469388,sa326687
2007,Matthew Sulentic,OAK,LEVEL,19,56,206,222,36,29,6,0,1,14,16,13,0,37,3,0,0,4,2,0,0.17475728,sa326687
2007,Nicholas Moresi,HOU,LEVEL,22,111,387,440,91,57,17,7,10,63,39,39,0,111,10,1,3,7,15,2,0.23514212,sa326688
2008,Nicholas Moresi,HOU,LEVEL,23,24,85,89,19,12,3,2,2,12,11,4,0,26,0,0,0,2,1,1,0.22352941,sa326688
2007,Adam Davis,CLE,LEVEL,22,127,500,583,133,96,23,8,6,95,41,74,0,113,6,1,2,2,22,11,0.266,sa326690
2008,Adam Davis,CLE,LEVEL,23,57,194,226,38,25,9,1,3,26,17,31,3,41,0,0,1,3,7,4,0.19587629,sa326690
2011,Russell Moldenhauer,WSN,LEVEL,23,14,46,50,8,4,4,0,0,3,3,2,0,9,1,1,0,1,0,1,0.17391304,sa326691
2007,Ryan Strieby,DET,LEVEL,21,123,443,519,112,71,23,2,16,65,76,63,1,78,5,8,0,10,6,5,0.25282167,sa326701
2008,Justin Reed,CIN,LEVEL,20,118,410,460,98,67,14,6,11,64,36,38,0,137,5,1,6,2,18,9,0.23902439,sa326703
2010,Justin Reed,CIN,LEVEL,22,21,85,95,21,14,2,3,2,14,8,7,0,24,0,0,3,1,0,0,0.24705882,sa326703
2007,Marcus Lemon,TEX,LEVEL,19,128,460,535,120,85,26,6,3,62,38,56,0,100,11,5,3,5,12,14,0.26086957,sa326707
2006,Whitney Robbins,MIN,LEVEL,21,32,112,140,34,21,9,1,3,12,26,22,0,17,3,3,0,1,1,0,0.30357143,sa326708
2010,Glenn Gibson,WSN,LEVEL,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sa326710
2010,Hector Correa,SFG,LEVEL,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sa326714
2007,Garrett Olson,MIN,LEVEL,22,123,416,457,91,65,20,0,6,48,50,20,1,76,17,3,1,11,10,4,0.21875,sa326715
2008,Garrett Olson,MIN,LEVEL,23,65,247,275,61,43,11,2,5,32,37,17,1,30,2,3,6,9,10,6,0.24696356,sa326715
2008,D'Arby Myers,PHI,LEVEL,19,64,207,227,36,26,7,2,1,28,10,14,1,52,1,1,4,5,10,1,0.17391304,sa326716
2009,D'Arby Myers,PHI,LEVEL,20,83,270,289,73,52,14,5,2,41,23,12,0,62,3,0,4,4,16,4,0.27037037,sa326716
2008,Clay Fuller,LAA,LEVEL,21,125,438,533,114,73,19,13,9,77,47,68,2,122,18,4,5,2,36,10,0.26027397,sa326722
2007,Jon Still,BOS,LEVEL,22,102,360,454,105,58,25,1,21,71,79,87,1,85,4,3,0,10,2,0,0.29166667,sa326723
2008,Helder Velazquez,COL,LEVEL,19,117,448,474,105,65,29,2,9,57,49,15,0,94,5,1,5,8,12,13,0.234375,sa326728
2010,Helder Velazquez,COL,LEVEL,21,82,273,295,61,46,13,0,2,26,25,14,0,75,4,2,2,0,6,4,0.22344322,sa326728
2011,Helder Velazquez,COL,LEVEL,22,105,411,451,111,70,30,1,10,61,54,23,0,94,14,2,0,14,11,2,0.27007299,sa326728
2008,Tyler Henson,BAL,LEVEL,20,127,502,541,133,94,25,3,11,71,62,25,2,121,9,2,3,12,20,3,0.26494024,sa326736
2007,Mike McBryde,SFG,LEVEL,22,119,417,457,115,87,17,4,7,71,61,27,0,100,7,3,3,6,14,11,0.27577938,sa326737
2010,Devin Shepherd,STL,LEVEL,22,22,79,91,22,15,5,0,2,11,15,11,0,24,0,1,0,2,3,2,0.27848101,sa326747
2007,Jermaine Mitchell,OAK,LEVEL,22,122,431,513,124,91,20,5,8,79,58,74,2,115,1,4,3,4,24,8,0.28770302,sa326749
2007,John Shelby,CHW,LEVEL,21,122,488,538,147,87,35,9,16,83,79,35,1,77,5,4,6,8,19,8,0.30122951,sa326756
2008,Kevin Clark,COL,LEVEL,22,112,397,464,104,63,23,1,17,60,76,54,1,136,3,9,1,3,22,6,0.26196474,sa326760
2007,Jim Negrych,PIT,LEVEL,22,86,340,376,96,76,14,4,2,57,48,27,0,48,4,2,3,8,4,1,0.28235294,sa326763
2007,Jordan Newton,DET,LEVEL,21,37,134,148,36,25,6,2,3,17,16,9,0,32,3,1,1,0,5,2,0.26865672,sa326765
2008,Jordan Newton,DET,LEVEL,22,95,363,397,97,59,21,10,7,48,48,20,0,97,5,5,4,3,8,2,0.26721763,sa326765
2009,Jordan Newton,DET,LEVEL,23,11,44,49,17,9,3,2,3,11,9,2,0,9,2,0,1,1,0,0,0.38636364,sa326765
2006,Stanley Posluszny,SEA,LEVEL,23,13,42,47,6,3,2,1,0,4,5,3,0,6,0,1,1,0,1,0,0.14285714,sa326767
2007,Hunter Harrigan,TEX,LEVEL,24,30,93,101,13,7,5,0,1,9,8,2,0,40,6,0,0,2,0,0,0.13978495,sa326772
2007,Joey Side,ARI,LEVEL,23,129,478,557,139,106,25,7,1,76,51,53,0,72,15,5,6,11,5,6,0.29079498,sa326776
2007,Josh Lansford,CHC,LEVEL,22,84,322,347,88,68,17,0,3,29,42,16,3,33,0,3,6,16,2,7,0.27329193,sa326778
2010,Josh Lansford,OAK,LEVEL,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sa326778
2008,Justin Jacobs,FLA,LEVEL,19,74,235,264,54,33,12,1,8,34,27,23,0,57,3,1,2,6,4,1,0.22978723,sa326789
2009,Justin Jacobs,FLA,LEVEL,20,87,271,323,64,36,19,0,9,46,35,41,0,86,3,4,4,2,13,6,0.23616236,sa326789
2007,Mitch Hilligoss,NYY,LEVEL,22,128,520,559,161,118,35,4,4,83,53,33,0,65,2,2,2,11,35,7,0.30961538,sa326805
2008,Austin McClune,PIT,LEVEL,20,112,425,485,88,68,12,4,4,49,40,36,0,87,5,5,14,9,10,11,0.20705882,sa326816
2009,Austin McClune,PIT,LEVEL,21,87,308,353,79,61,16,1,1,41,28,28,0,59,4,4,8,4,12,4,0.25649351,sa326816
2008,Jaime Ortiz,LAD,LEVEL,19,97,336,373,73,41,18,1,13,36,48,33,0,86,3,0,1,7,2,1,0.2172619,sa326826
2010,Jaime Ortiz,LAD,LEVEL,21,85,311,334,84,55,18,3,8,38,41,19,0,53,3,1,0,5,2,1,0.27009646,sa326826
2006,Grant Gerrard,TEX,LEVEL,22,28,104,116,31,24,5,0,2,16,16,11,1,23,1,0,0,4,2,1,0.29807692,sa326830
2007,Grant Gerrard,TEX,LEVEL,23,32,117,130,27,20,6,0,1,11,13,12,2,34,0,1,0,0,3,1,0.23076923,sa326830
2007,Jonathan Baksh,TOR,LEVEL,22,63,180,199,44,38,5,0,1,20,18,15,0,37,1,2,0,8,8,4,0.24444444,sa326832
2008,Jonathan Baksh,TOR,LEVEL,23,43,141,157,42,33,5,2,2,21,10,10,0,25,3,1,0,1,9,4,0.29787234,sa326832
2007,Andy Bouchie,MIL,LEVEL,21,82,296,328,64,38,17,2,7,40,46,27,0,66,2,1,2,9,0,1,0.21621622,sa326840
2006,Craig Cooper,SDP,LEVEL,21,6,21,26,7,5,1,1,0,6,5,3,0,3,1,1,0,2,0,0,0.33333333,sa326841
2007,Daniel Stegall,NYM,LEVEL,19,64,235,254,47,39,6,2,0,23,14,14,0,55,2,2,1,3,9,6,0.2,sa326842
2008,Daniel Stegall,NYM,LEVEL,20,32,107,115,21,15,1,4,1,13,9,6,0,33,2,0,0,1,2,2,0.19626168,sa326842
2009,Daniel Stegall,NYM,LEVEL,21,11,41,43,6,5,0,0,1,2,3,1,0,13,1,0,0,1,0,1,0.14634146,sa326842
2009,Jon Waltenbury,MIN,LEVEL,21,109,402,444,95,71,17,2,5,48,38,41,1,91,0,1,0,7,3,1,0.23631841,sa326844
2007,Charlie Yarbrough,PHI,LEVEL,22,66,242,260,52,29,19,2,2,16,30,13,0,70,3,2,0,5,1,0,0.21487603,sa326845
2008,Adam Coe,ATL,LEVEL,20,105,392,419,100,64,28,1,7,42,45,15,0,96,6,1,5,10,6,7,0.25510204,sa326848
2009,Adam Coe,ATL,LEVEL,21,8,29,29,5,5,0,0,0,1,1,0,0,10,0,0,0,0,0,1,0.17241379,sa326848
2007,Robert Alcombrack,CLE,LEVEL,19,2,7,7,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0.14285714,sa326849
2007,Luke Gorsett,STL,LEVEL,22,77,266,291,76,49,21,2,4,40,18,12,0,44,10,3,0,8,1,0,0.28571429,sa326860
2007,Alan Robbins,PHI,LEVEL,23,14,38,46,8,6,1,0,1,3,7,6,0,9,1,1,0,2,0,0,0.21052632,sa326866
2007,Tommy Giles,LAD,LEVEL,23,34,125,139,40,23,8,3,6,24,18,11,0,30,2,1,0,2,3,4,0.32,sa326878
2008,Jedidiah Stephen,BAL,LEVEL,24,7,25,27,1,1,0,0,0,2,0,1,0,13,1,0,0,0,0,0,0.04,sa326880
2009,Jedidiah Stephen,BAL,LEVEL,25,20,69,75,16,13,2,0,1,7,10,4,0,25,1,1,0,1,2,0,0.23188406,sa326880
2008,Matt Klimas,SFG,LEVEL,20,29,97,106,23,18,5,0,0,3,12,8,0,28,1,0,0,1,3,1,0.2371134,sa326881
2009,Matt Klimas,SFG,LEVEL,21,53,155,182,44,38,5,1,0,20,15,14,1,32,9,2,2,6,6,3,0.28387097,sa326881
2007,Michael Chambers,BOS,LEVEL,23,43,102,110,16,12,4,0,0,5,4,7,0,25,0,0,1,1,0,0,0.15686275,sa326936
2007,Stefan Gartrell,CHW,LEVEL,23,95,339,383,102,67,20,3,12,67,57,37,0,77,4,2,1,9,12,2,0.30088496,sa326944
2008,Andrew Mead,CHW,LEVEL,24,21,63,75,9,5,2,0,2,9,8,8,0,21,2,1,1,1,6,3,0.14285714,sa326946
2008,Brendon O'Donnell,SEA,LEVEL,23,6,14,16,2,1,1,0,0,1,1,2,0,8,0,0,0,0,0,1,0.14285714,sa326947
2007,Michael Bertram,DET,LEVEL,23,77,247,275,62,42,16,2,2,24,32,19,1,39,3,3,3,8,2,2,0.25101215,sa326953
2006,J.R. Voyles,NYM,LEVEL,22,8,21,23,5,5,0,0,0,3,1,1,0,2,1,0,0,0,0,1,0.23809524,sa326958
2007,Josh Bradbury,TEX,LEVEL,22,23,61,66,10,8,2,0,0,2,4,1,0,16,3,1,0,0,0,0,0.16393443,sa327036
2008,Sean Rooney,WSN,LEVEL,22,74,255,276,80,63,14,2,1,25,26,16,0,41,1,1,3,5,0,2,0.31372549,sa327039
2007,Tom King,SDP,LEVEL,22,79,300,332,77,50,20,0,7,34,35,25,1,51,4,2,1,5,4,2,0.25666667,sa327041
2007,Daniel Garcia,FLA,LEVEL,19,105,351,388,80,47,22,2,9,49,34,26,0,109,1,2,5,7,2,4,0.22792023,sa327043
2008,Daniel Garcia,FLA,LEVEL,20,72,279,309,60,45,8,0,7,34,25,21,0,66,3,2,3,6,3,0,0.21505376,sa327043
2008,T.J. Warren,PHI,LEVEL,19,69,231,267,58,43,13,0,2,33,30,23,0,75,3,5,5,4,6,0,0.25108225,sa327045
