Season,Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
2012,Jeff Walters,NYM,LEVEL,24,3,2,0.95294231,17,0,0,0,4,0,,28.1,111,20,7,3,0,4,0,1,3,0,30,sa328221
2008,Lance McClain,BOS,LEVEL,21,1,0,2.571428571,12,0,0,0,3,0,,28,112,26,11,8,0,7,0,0,3,0,19,sa328223
2009,Lance McClain,BOS,LEVEL,22,2,2,3.509998125,36,0,0,0,6,5,,66.2,288,63,35,26,7,25,0,4,6,0,84,sa328223
2007,Nathan Starner,TOR,LEVEL,23,12,9,4.425188893,28,28,1,0,0,0,,140.1,615,161,82,69,15,40,1,5,6,1,143,sa328229
2008,Nathan Starner,TOR,LEVEL,24,1,4,1.674418605,8,8,0,0,0,0,,43,171,37,11,8,1,8,0,3,3,1,45,sa328229
2008,Zac Oliver,PIT,LEVEL,21,1,1,5.210526316,4,4,0,0,0,0,,19,79,15,11,11,1,7,0,0,0,0,12,sa328236
2010,Blaine Howell,CIN,LEVEL,21,0,0,2.076927115,13,0,0,0,5,0,,17.1,69,13,7,4,1,4,0,0,2,0,10,sa328243
2011,Blaine Howell,CIN,LEVEL,22,3,1,1.909090909,47,0,0,0,9,1,,66,268,50,19,14,1,31,3,2,7,0,67,sa328243
2009,Jamie Bagley,TBR,LEVEL,21,2,5,6.670584493,36,0,0,0,9,3,,56.2,254,65,45,42,6,20,0,2,6,0,47,sa328249
2012,James Birmingham,PHI,LEVEL,23,0,0,10.56521301,9,0,0,0,0,1,,7.2,46,8,12,9,0,10,0,4,2,0,7,sa328251
2008,Steven Cheney,NYM,LEVEL,21,1,0,2.25,16,0,0,0,2,2,,28,112,24,9,7,0,3,0,1,0,0,38,sa328253
2006,Steven Cheney,NYM,LEVEL,19,0,1,0,2,0,0,0,1,0,,3,12,3,1,0,0,1,0,0,0,0,2,sa328253
2006,Joel Fountain,FLA,LEVEL,22,1,0,0,2,1,0,0,0,0,,6,25,6,0,0,0,1,0,0,0,0,1,sa328254
2010,Jamaal Hollis,CHW,LEVEL,22,0,0,0,3,0,0,0,0,0,,3,13,1,0,0,0,3,0,0,0,0,5,sa328256
2010,Jason Jarvis,SFG,LEVEL,22,0,1,3.068174769,13,0,0,0,7,1,,14.2,61,17,8,5,0,2,0,0,2,0,13,sa328259
2008,Sean Gleason,BAL,LEVEL,22,12,2,2.628312639,30,21,2,1,0,0,,150.2,610,124,54,44,3,46,0,2,7,2,108,sa328260
2007,Anthony Gressick,CIN,LEVEL,23,5,8,4.3,26,13,0,0,0,0,,90,398,81,49,43,6,47,0,2,10,0,82,sa328267
2007,Derek Witt,DET,LEVEL,23,0,0,4.5,2,0,0,0,0,0,,2,7,2,1,1,1,0,0,0,0,0,0,sa328268
2007,Marc Lewis,FLA,LEVEL,22,2,1,4.736842105,4,4,0,0,0,0,,19,85,22,12,10,1,7,0,1,1,0,14,sa328274
2008,Jeremy McBryde,SDP,LEVEL,21,8,9,4.280477131,30,26,0,0,1,1,,136.2,580,151,78,65,11,24,0,8,6,0,158,sa328275
2010,Jeremy McBryde,SDP,LEVEL,23,0,0,2.25,3,0,0,0,0,0,,4,15,2,1,1,0,1,0,0,0,0,3,sa328275
2006,Andy Jackson,FLA,LEVEL,22,0,0,13.5,1,0,0,0,0,0,,2,12,5,3,3,0,1,0,0,0,0,2,sa328278
2007,Andy Jackson,FLA,LEVEL,23,2,3,8.142857143,15,0,0,0,0,0,,21,104,25,21,19,2,8,0,5,2,0,21,sa328278
2011,Colby Killian,TEX,LEVEL,23,6,4,3.880237305,33,0,0,0,1,1,,55.2,244,57,29,24,1,29,0,1,10,1,53,sa328286
2007,Zachary Jevne,BAL,LEVEL,24,1,0,3,1,1,0,0,0,0,,6,22,2,2,2,0,3,0,1,0,0,2,sa328292
2007,Patrick McGuigan,TOR,LEVEL,22,0,0,9,1,0,0,0,0,0,,3,16,5,3,3,1,3,0,0,1,0,2,sa328297
2007,Orlando Lara,SDP,LEVEL,22,1,3,5.670005407,7,7,1,0,0,0,,33.1,146,43,21,21,4,6,0,1,4,0,32,sa328299
2008,Jackson Quezada,SDP,LEVEL,21,2,4,2.120417789,59,0,0,0,27,3,,63.2,253,42,19,15,1,19,5,1,2,3,79,sa328301
2010,Jackson Quezada,SDP,LEVEL,23,0,0,3.724144422,16,0,0,0,2,0,,19.1,82,15,9,8,2,10,0,1,0,1,16,sa328301
2008,Jake Rodriguez,KCR,LEVEL,19,1,1,5.142857143,2,1,0,0,0,0,,7,28,7,4,4,0,2,0,0,1,0,7,sa328304
2009,Michael Lee,BOS,LEVEL,22,3,4,3.5,18,4,0,0,1,1,,72,313,77,37,28,3,23,2,2,4,0,71,sa328306
2007,Alex Maestri,CHC,LEVEL,22,6,3,2.258963182,48,4,0,0,12,1,,83.2,329,57,24,21,7,15,3,4,5,0,83,sa328310
2007,Tommy Baumgardner,COL,LEVEL,23,3,2,2.309209077,51,0,0,0,15,1,,50.2,206,44,15,13,2,8,0,3,4,0,52,sa328311
2010,Taylor Lewis,SEA,LEVEL,22,3,2,6.06122449,20,5,0,0,0,1,,49,231,60,40,33,8,27,1,5,6,0,18,sa328315
2007,Juan Trinidad,SFG,LEVEL,21,3,3,1.941176471,42,0,0,0,18,3,,51,202,31,16,11,3,15,1,2,1,1,50,sa328323
2012,Carmine Giardina,LAA,LEVEL,24,3,5,3.98657463,33,0,0,0,0,0,,49.2,212,42,24,22,5,27,0,3,6,2,58,sa328332
2008,Jordan Latham,CHC,LEVEL,21,4,2,1.928570418,31,0,0,0,3,2,,60.2,244,47,23,13,3,17,0,1,4,0,59,sa328427
2010,Jordan Latham,CHC,LEVEL,23,1,3,4.805088629,35,0,0,0,11,2,,39.1,190,37,33,21,4,28,1,2,13,0,43,sa328427
2009,Ogui Diaz,SEA,LEVEL,23,0,0,0,1,0,0,0,0,0,,1,3,0,0,0,0,0,0,0,0,0,0,sa328438
2008,Michael Davitt,LAA,LEVEL,21,6,9,4.68,27,19,0,0,0,0,,125,557,146,75,65,7,55,1,8,12,0,87,sa328439
2009,Michael Davitt,LAA,LEVEL,22,1,0,4.319991266,3,3,0,0,0,0,,16.2,70,18,8,8,0,7,0,1,3,0,17,sa328439
2009,Garrett Johnson,CHW,LEVEL,21,4,4,6.70212766,17,7,0,0,0,0,,47,211,63,40,35,5,12,0,2,5,0,42,sa328443
2010,Garrett Johnson,CHW,LEVEL,22,4,4,3.681818182,29,0,0,0,0,4,,44,185,35,20,18,2,17,2,3,2,1,39,sa328443
2011,Garrett Johnson,CHW,LEVEL,23,0,0,0,1,0,0,0,0,0,,2,7,1,0,0,0,0,0,0,0,0,2,sa328443
2007,Lee Tabor,CIN,LEVEL,22,4,2,2.685862533,33,0,0,0,2,1,,63.2,271,51,24,19,7,23,4,6,3,0,71,sa328465
2007,Donald Walters,CHC,LEVEL,20,0,3,4.295444677,7,0,0,0,0,0,,14.2,68,14,10,7,1,8,0,1,1,0,13,sa328469
2008,Kevin Skogley,CHW,LEVEL,23,0,1,7.788476679,4,4,0,0,0,0,,17.1,85,24,15,15,1,12,0,2,1,0,21,sa328478
2006,Ryne Lawson,BOS,LEVEL,21,0,1,12.27271583,1,1,0,0,0,0,,3.2,21,6,5,5,1,4,0,1,0,0,1,sa328480
2008,Ryne Lawson,BOS,LEVEL,23,4,3,3.403362872,30,5,0,0,4,2,,79.1,334,63,38,30,1,34,0,8,3,0,56,sa328480
2009,Jesus Sanchez,PHI,LEVEL,21,10,6,3.441176471,26,26,0,0,0,0,,136,569,137,60,52,4,42,0,1,7,0,120,sa328511
2007,Anthony Sullivan,LAA,LEVEL,22,0,0,1.8,3,0,0,0,0,0,,5,18,2,1,1,0,0,0,0,0,0,5,sa328515
2007,Inoel Deaza,OAK,LEVEL,21,0,6,6.646158722,13,5,0,0,0,0,,43.1,197,57,32,32,8,13,1,5,1,0,36,sa328516
2008,Jose Ortegano,ATL,LEVEL,20,2,5,4.622566172,17,15,0,0,0,0,,85.2,362,90,49,44,2,25,0,3,3,1,83,sa328517
2007,Eric Butler,ARI,LEVEL,23,5,4,3.608912799,27,7,0,0,3,0,,67.1,285,67,27,27,4,20,1,3,4,1,64,sa328523
2007,Reid Mahon,ARI,LEVEL,24,4,4,1.773721393,32,0,0,0,11,1,,45.2,182,34,15,9,1,8,1,3,1,0,28,sa328524
2006,Bill Kirk,PHI,LEVEL,22,1,0,4.62855806,6,0,0,0,0,0,,11.2,54,14,8,6,1,5,0,1,3,0,6,sa328527
2008,Walter Tejeda,PHI,LEVEL,22,4,7,4.604651163,25,14,0,0,0,1,,86,393,98,54,44,2,45,0,2,3,1,65,sa328528
2009,Walter Tejeda,PHI,LEVEL,23,0,0,4.049998069,4,0,0,0,0,0,,6.2,30,7,3,3,0,4,0,0,0,0,8,sa328528
2006,Luis Lopez,PIT,LEVEL,20,0,0,6.75,1,1,0,0,0,0,,4,18,5,3,3,0,2,0,0,0,0,1,sa328529
2006,Luis Montano,CIN,LEVEL,21,0,1,6.75,2,2,0,0,0,0,,8,39,10,7,6,2,3,0,0,1,0,9,sa328533
2008,Luis Montano,CIN,LEVEL,23,12,8,4.017063154,26,26,0,0,0,0,,136.2,589,136,77,61,17,34,0,7,7,0,97,sa328533
2007,Steven Spurgeon,CHW,LEVEL,23,5,2,5.357142857,43,0,0,0,0,1,,84,384,96,57,50,8,32,1,5,7,0,66,sa328541
2008,Steven Spurgeon,CHW,LEVEL,24,0,1,1.5,5,0,0,0,0,0,,6,25,3,3,1,0,4,1,0,0,0,4,sa328541
2007,Thomas Melgarejo,LAD,LEVEL,20,4,8,6.2,33,12,0,0,4,3,,90,423,110,71,62,9,44,1,3,14,3,57,sa328570
2008,Thomas Melgarejo,LAD,LEVEL,21,2,6,4.191780822,28,8,0,0,1,3,,73,331,83,43,34,8,30,1,4,8,0,62,sa328570
2007,Angel Calero,NYM,LEVEL,20,2,0,1.542852687,2,2,0,0,0,0,,11.2,46,8,2,2,2,5,0,0,1,0,8,sa328593
2008,Angel Calero,NYM,LEVEL,21,3,5,2.56499863,12,12,0,0,0,0,,66.2,272,54,30,19,3,15,0,7,3,2,59,sa328593
2007,Dionis Rodriguez,PIT,LEVEL,21,0,2,10.8,5,4,0,0,0,0,,15,77,24,19,18,3,13,1,0,2,0,4,sa328598
2008,Dionis Rodriguez,PIT,LEVEL,22,1,0,2.25,5,4,0,0,0,0,,20,81,17,5,5,3,5,0,1,0,0,15,sa328598
2008,Seth Dhaenens,TBR,LEVEL,24,0,0,0,1,0,0,0,0,0,,1,4,0,0,0,0,1,0,0,0,0,1,sa328613
2008,Carlos Ladeuth,HOU,LEVEL,24,6,11,4.153846154,32,13,0,0,0,2,,117,509,132,65,54,16,35,0,5,6,2,107,sa328772
2007,Jorge Perez,ARI,LEVEL,21,3,4,3.407765223,40,0,0,0,4,2,,68.2,303,65,37,26,6,28,1,1,8,0,81,sa328800
2006,Douglas Brooks,LAD,LEVEL,23,1,0,5.4,7,0,0,0,1,0,,10,42,11,8,6,0,2,0,1,0,0,7,sa328801
2007,Douglas Brooks,LAD,LEVEL,24,1,2,5.666666667,13,0,0,0,2,0,,27,122,31,19,17,0,11,0,1,2,0,20,sa328801
2009,Natividad Dilone,FLA,LEVEL,26,2,0,0,2,2,0,0,0,0,,10.2,41,4,0,0,0,6,0,0,0,0,11,sa328803
2010,Natividad Dilone,FLA,LEVEL,27,2,4,3.83432169,21,2,0,0,0,1,,56.1,239,52,27,24,1,25,2,4,7,1,50,sa328803
2007,Natividad Dilone,SEA,LEVEL,24,1,2,3,11,0,0,0,1,1,,18,85,19,8,6,0,14,2,1,4,0,18,sa328803
2008,Natividad Dilone,SEA,LEVEL,25,3,2,3.375002874,25,0,0,0,1,1,,37.1,149,25,14,14,2,16,0,2,6,2,40,sa328803
2010,Rodolfo Encarnacion,KCR,LEVEL,24,1,2,8.027032199,36,0,0,0,3,3,,49.1,241,53,54,44,6,45,0,4,11,2,45,sa328804
2007,Rodolfo Encarnacion,FLA,LEVEL,21,2,1,4.92700387,36,2,0,0,0,2,,45.2,221,47,34,25,3,37,1,4,9,0,51,sa328804
2009,Rodolfo Encarnacion,FLA,LEVEL,23,1,0,1.038460586,19,0,0,0,2,0,,34.2,144,20,7,4,1,15,0,2,5,0,51,sa328804
2007,Greg Mullens,NYM,LEVEL,22,5,5,4.390243902,17,13,1,0,0,0,,82,362,81,47,40,2,34,1,5,13,1,32,sa328805
2007,Jose Maria,BAL,LEVEL,24,2,5,7.009608957,19,3,0,0,0,0,,34.2,166,45,33,27,3,17,1,1,3,0,21,sa328806
2008,Jose Capellan,BOS,LEVEL,21,3,6,4.650715327,15,15,0,0,0,0,,69.2,313,96,44,36,7,15,0,1,2,0,54,sa328807
2008,Loek Van Mil,MIN,LEVEL,23,2,2,3.223878303,28,0,0,0,3,3,,44.2,198,36,21,16,5,25,1,3,8,0,42,sa328812
2008,Juan Moreno,CHW,LEVEL,21,1,4,7.225341825,6,5,0,0,0,0,,23.2,113,35,22,19,6,9,0,2,1,0,11,sa328815
2006,Alberto Zazueta,CHW,LEVEL,19,1,2,10.80001985,4,4,0,0,0,0,,18.1,94,31,23,22,5,6,0,2,1,1,13,sa328816
2007,Alberto Zazueta,CHW,LEVEL,20,4,11,5.349056604,25,22,1,0,0,1,,106,493,111,73,63,7,71,2,6,11,0,66,sa328816
2007,Angel Reyes,NYY,LEVEL,20,0,2,4.64516129,7,7,0,0,0,0,,31,138,25,18,16,3,21,0,2,7,0,33,sa328818
2008,Angel Reyes,NYY,LEVEL,21,0,0,11.73912557,7,0,0,0,0,0,,7.2,43,15,10,10,2,4,0,0,6,1,11,sa328818
2007,Sammy Leon,LAA,LEVEL,22,1,0,5.684213379,6,0,0,0,0,0,,6.1,32,7,4,4,0,6,0,1,3,0,6,sa328823
2008,Sammy Leon,LAA,LEVEL,23,3,1,4.5,24,0,0,0,0,1,,38,179,41,25,19,3,17,1,3,0,0,34,sa328823
2008,Ysmael Carmona,LAA,LEVEL,23,2,4,5.366456449,44,0,0,0,2,5,,53.2,261,51,41,32,3,47,0,3,5,1,47,sa328824
2007,Yesid Salazar,SDP,LEVEL,20,2,0,2.382360024,6,0,0,0,0,0,,11.1,48,12,3,3,1,4,0,0,0,0,7,sa328843
2008,Santo Luis,CHW,LEVEL,24,6,3,3.2,41,2,0,0,4,4,,90,374,73,35,32,3,28,1,4,12,3,133,sa328896
2007,Santo Luis,HOU,LEVEL,23,2,3,4.659294237,44,0,0,0,9,5,,75.1,334,66,42,39,12,34,4,7,14,2,99,sa328896
2007,Joseph Guerra,BOS,LEVEL,20,2,0,4.02128092,6,6,0,0,0,0,,31.1,138,40,16,14,0,6,0,1,1,0,6,sa328921
2008,Joseph Guerra,BOS,LEVEL,21,0,2,6.567585511,8,0,0,0,1,0,,12.1,52,11,9,9,1,6,0,1,2,0,10,sa328921
2007,Rob Harmon,SEA,LEVEL,23,1,4,5.881182566,17,3,0,0,0,1,,33.2,161,29,33,22,2,30,1,7,3,0,24,sa328925
2008,Rob Harmon,SEA,LEVEL,24,0,7,7.846153846,31,3,0,0,6,3,,39,200,55,35,34,3,33,1,4,9,0,42,sa328925
2008,Wander Perez,CHW,LEVEL,23,0,0,4.731963415,30,0,0,0,1,0,,32.1,149,33,18,17,3,18,2,2,6,1,43,sa328931
2010,Johan Yan,TEX,LEVEL,21,0,2,2.7,22,0,0,0,2,0,,40,163,28,14,12,2,12,1,4,2,0,36,sa328938
2008,Esmerlin Jimenez,LAA,LEVEL,23,6,7,3.642218064,29,14,1,0,0,1,,113.2,482,107,53,46,8,47,0,13,10,1,87,sa328940
2008,Kelvin De La Cruz,CLE,LEVEL,19,8,4,1.693379161,18,18,1,0,0,0,,95.2,386,71,23,18,2,34,0,3,7,3,96,sa328950
2007,Jorge Rodriguez,BOS,LEVEL,22,5,1,6.451330483,34,0,0,0,0,0,,75.1,362,100,69,54,13,38,1,7,6,0,41,sa328957
2008,Henry Arias,KCR,LEVEL,23,2,3,3.780003605,18,0,0,0,2,4,,33.1,148,32,16,14,3,18,0,2,3,0,30,sa328961
2008,Henry Arias,CIN,LEVEL,23,1,1,5.806451613,21,0,0,0,1,1,,31,146,35,21,20,1,21,2,1,6,0,29,sa328961
2007,Eleazar Aponte,DET,LEVEL,22,0,0,7.875,2,1,0,0,0,0,,8,40,14,7,7,0,4,0,0,0,2,9,sa328963
2008,Edgar Osuna,ATL,LEVEL,20,10,5,3.375008971,30,14,2,0,5,1,,125.1,520,122,53,47,9,31,0,1,7,0,135,sa328973
2007,Luis Ramirez,MIL,LEVEL,19,1,2,5.863636364,23,8,0,0,0,1,,66,304,84,46,43,8,28,0,3,8,1,49,sa328975
2007,Jose Romero,MIL,LEVEL,21,4,0,4.068490493,32,0,0,0,1,1,,48.2,234,54,28,22,1,32,0,4,13,1,50,sa328976
2007,Elvis Hernandez,STL,LEVEL,22,6,9,4.090909091,29,21,0,0,1,1,,110,483,104,55,50,10,49,0,8,5,2,111,sa328984
2010,Edgar Lara,STL,LEVEL,21,1,0,0,1,0,0,0,0,0,,1,4,0,0,0,0,2,1,0,1,0,0,sa328986
2006,Marco Carrillo,CHC,LEVEL,19,0,0,15,1,1,0,0,0,0,,3,18,7,6,5,0,1,0,0,0,0,1,sa328993
2007,Marco Carrillo,CHC,LEVEL,20,7,6,4.074179451,31,20,0,0,0,0,,130.1,566,117,68,59,9,57,0,12,7,1,94,sa328993
2010,Hayden Beard,SDP,LEVEL,25,4,3,6.192665969,29,0,0,0,2,3,,36.1,163,37,27,25,1,16,1,3,5,0,22,sa329007
2007,Julio Polanco,NYM,LEVEL,20,3,8,6.669319871,21,17,0,0,0,1,,83.2,397,102,73,62,18,43,0,2,16,1,72,sa329010
2008,Julio Polanco,NYM,LEVEL,21,2,1,4.194172583,26,3,0,0,5,0,,68.2,291,74,34,32,8,15,0,2,6,0,60,sa329010
2007,Josh Wilkie,WSN,LEVEL,22,3,6,3.4875,47,0,0,0,11,3,,80,353,86,42,31,7,34,1,2,3,1,70,sa329014
2009,Jose Guzman,OAK,LEVEL,21,2,1,5.010314204,25,0,0,0,4,2,,32.1,142,34,19,18,2,11,0,0,1,0,34,sa329065
2010,Jose Guzman,OAK,LEVEL,22,4,2,3.397353139,45,0,0,0,18,2,,50.1,212,46,23,19,3,15,0,2,6,1,49,sa329065
2007,Carlos Sencion,ATL,LEVEL,22,2,1,3.724134869,14,0,0,0,0,1,,38.2,165,31,19,16,1,17,0,1,5,0,50,sa329071
2010,Steven Kent,ATL,LEVEL,21,2,0,0.686441233,19,3,0,0,1,0,,39.1,160,27,4,3,1,8,0,1,4,0,54,sa329072
2011,Steven Kent,ATL,LEVEL,22,1,4,7.767118214,12,8,0,0,0,0,,48.2,227,74,44,42,5,9,0,3,5,1,37,sa329072
2007,Edgar Estanga,TOR,LEVEL,21,1,1,2.20408618,10,0,0,0,4,0,,16.1,61,9,5,4,0,4,1,1,2,0,17,sa329074
2008,Edgar Estanga,TOR,LEVEL,22,9,3,3,45,0,0,0,9,2,,102,411,92,40,34,4,22,3,1,1,3,106,sa329074
2010,Santo Manzanillo,MIL,LEVEL,21,1,1,5.773584906,26,0,0,0,0,2,,53,244,58,36,34,3,30,1,2,10,1,40,sa329086
2012,Santo Manzanillo,MIL,LEVEL,23,2,1,7.5,4,0,0,0,0,1,,6,27,5,5,5,1,5,1,0,0,0,2,sa329086
2007,Brian Schroeder,STL,LEVEL,22,0,0,1.173912557,7,0,0,0,0,0,,7.2,39,10,1,1,0,6,1,2,0,0,7,sa329089
2007,Robert Hernandez,CHC,LEVEL,18,8,9,4.340822063,20,20,0,0,0,0,,103.2,440,106,60,50,11,28,0,4,4,0,71,sa329095
2008,Robert Hernandez,CHC,LEVEL,19,2,4,5.142857143,17,15,1,0,0,0,,77,329,79,51,44,10,27,0,3,6,3,60,sa329095
2008,Wilmin Rodriguez,SFG,LEVEL,23,2,1,2.454548274,18,0,0,0,1,0,,29.1,123,20,8,8,1,17,0,2,4,0,24,sa329097
2010,Wilmin Rodriguez,SFG,LEVEL,25,4,3,3.811769239,20,1,0,0,0,0,,28.1,131,36,14,12,1,9,0,1,2,0,20,sa329097
2010,Jose Valdez,SFG,LEVEL,21,4,3,3.3,40,0,0,0,1,1,,60,261,57,26,22,2,37,3,4,8,1,68,sa329099
2011,Jose Valdez,SFG,LEVEL,22,0,0,0,12,0,0,0,2,1,,13.2,49,5,1,0,0,2,0,0,0,0,21,sa329099
2010,Doug Salinas,CIN,LEVEL,21,3,3,2.375998187,23,0,0,0,7,3,,41.2,173,35,14,11,1,11,0,3,1,2,50,sa329104
2007,Juan Pablo Menchaca,SDP,LEVEL,19,1,0,7.363639556,4,0,0,0,0,0,,7.1,37,12,8,6,1,1,0,1,1,0,6,sa329108
2007,R.J. Rodriguez,SDP,LEVEL,22,3,2,4.112585379,46,0,0,0,18,2,,50.1,225,62,26,23,4,14,1,3,4,1,45,sa329109
2008,Emilis Guerrero,PIT,LEVEL,22,2,3,5.85,8,7,0,0,0,0,,40,182,57,31,26,7,7,0,3,1,0,23,sa329116
2006,Will Mann,BOS,LEVEL,22,0,0,6,1,0,0,0,0,0,,3,16,5,2,2,0,1,0,1,0,0,2,sa329119
2006,Daniel Donaldson,CIN,LEVEL,21,1,0,3.374995675,2,0,0,0,0,0,,2.2,17,3,2,1,0,5,0,0,0,0,0,sa329124
2007,Daniel Donaldson,CIN,LEVEL,22,0,1,4.939030479,14,0,0,0,0,0,,27.1,127,32,15,15,3,16,1,1,1,1,20,sa329124
2008,Yensi Lopez,KCR,LEVEL,22,0,3,4.8,11,0,0,0,1,0,,15,69,16,9,8,1,7,1,1,1,0,16,sa329126
2007,Brady Martinez,NYY,LEVEL,24,3,2,3.785048618,43,0,0,0,0,1,,71.1,296,50,32,30,6,36,0,4,2,1,65,sa329132
2008,Edgar Ramirez,NYM,LEVEL,24,3,1,3.126312463,14,0,0,0,1,0,,31.2,129,27,11,11,4,6,0,2,0,0,24,sa329172
2009,Chris Andujar,TBR,LEVEL,21,10,4,2.7,31,17,0,0,0,2,,120,497,99,44,36,7,42,0,2,8,1,79,sa329219
2008,Jason Ragan,TBR,LEVEL,25,8,9,4.333333333,24,22,0,0,0,0,,108,483,136,70,52,15,26,0,5,3,0,65,sa329220
2007,Rafael De Los Santos,PIT,LEVEL,20,2,2,3.461538462,7,4,0,0,0,0,,26,116,18,10,10,0,22,0,3,4,0,25,sa329222
2008,Rafael De Los Santos,PIT,LEVEL,21,3,10,5.769230769,26,26,0,0,0,0,,117,539,121,87,75,20,70,0,13,10,1,88,sa329222
2009,Rafael De Los Santos,PIT,LEVEL,22,0,3,6.680418939,14,8,0,0,1,0,,32.1,160,29,32,24,1,35,0,6,7,1,23,sa329222
2008,Travis Vetters,LAD,LEVEL,24,0,0,0,1,0,0,0,0,0,,1,4,1,0,0,0,0,0,0,0,0,1,sa329231
2007,Edulin Abreu,WSN,LEVEL,22,0,2,7.524602634,5,5,0,0,0,0,,20.1,94,22,21,17,0,8,0,2,2,0,12,sa329238
2008,Edulin Abreu,WSN,LEVEL,23,2,1,4.03247003,30,0,0,0,6,4,,51.1,232,57,26,23,4,20,0,4,3,4,31,sa329238
2008,Randy Matias,WSN,LEVEL,21,0,1,9,2,1,0,0,0,0,,6,30,10,6,6,1,3,0,1,2,0,4,sa329239
2009,Randy Matias,WSN,LEVEL,22,0,0,2.25,3,0,0,0,0,0,,4,18,2,5,1,0,3,0,0,0,0,4,sa329239
2006,Dan Leatherman,MIN,LEVEL,20,0,1,2.454545455,13,0,0,0,4,2,,22,89,17,6,6,1,8,1,0,1,0,25,sa329241
2007,Dan Leatherman,MIN,LEVEL,21,7,4,3.889828748,49,1,0,0,5,2,,78.2,329,71,39,34,5,31,4,2,6,0,67,sa329241
2008,Dan Leatherman,WSN,LEVEL,22,1,2,2.682120899,26,0,0,0,5,0,,50.1,202,41,16,15,3,10,1,1,3,0,62,sa329241
2006,Dave Preziosi,LAD,LEVEL,23,1,0,11.25,8,0,0,0,0,0,,4,24,6,5,5,0,5,0,0,0,0,2,sa329310
2006,David Timm,BOS,LEVEL,22,0,1,14.727259,3,0,0,0,0,0,,3.2,22,8,8,6,1,1,0,0,2,0,3,sa329312
2007,Kevin Salmon,PHI,LEVEL,23,1,0,4.263157895,9,0,0,0,0,2,,19,83,22,9,9,1,7,0,2,0,0,9,sa329343
2007,Jonathan Hovis,NYY,LEVEL,23,4,5,1.6875,55,0,0,0,30,4,,64,252,49,17,12,2,11,2,2,3,0,56,sa329345
2007,Jared Cranston,SFG,LEVEL,22,0,0,9,9,0,0,0,0,0,,10,50,13,12,10,0,3,0,1,2,0,13,sa329369
2007,Marco Gonzalez,STL,LEVEL,23,2,0,1.246151908,14,0,0,0,1,1,,21.2,83,12,3,3,0,8,0,1,3,0,12,sa329392
2008,Chris Chavez,KCR,LEVEL,23,6,1,2.769230769,21,0,0,0,4,0,,39,167,41,13,12,0,7,1,4,6,0,39,sa329441
2007,Michael Gardner,LAD,LEVEL,23,3,3,5.936170213,16,4,0,0,1,0,,47,218,60,35,31,1,12,0,3,1,0,30,sa329496
2011,Yefri Carvajal,SDP,LEVEL,22,2,3,5.038274937,56,0,0,0,2,4,,69.2,313,68,45,39,4,27,2,12,8,3,45,sa329501
2007,Chris Reddout,TOR,LEVEL,24,9,1,3.132001338,41,1,0,0,0,2,,83.1,362,89,39,29,5,25,1,6,5,0,47,sa329636
2007,Matt Handley,SDP,LEVEL,24,1,1,4.339277881,15,0,0,0,0,0,,18.2,84,12,11,9,3,16,1,2,3,0,14,sa329646
2007,Adam Revelette,MIN,LEVEL,23,0,1,4.5,8,0,0,0,0,0,,6,37,12,4,3,0,4,1,2,0,0,5,sa329650
2007,Carlos Faria,FLA,LEVEL,22,0,2,6.75,3,2,0,0,0,0,,8,34,10,6,6,0,5,0,0,0,0,11,sa329817
2010,Jason Adams,SDP,LEVEL,25,1,1,10.79996881,9,0,0,0,1,0,,11.2,64,28,14,14,2,3,0,0,3,0,7,sa331045
2007,Mike Marbry,COL,LEVEL,22,0,0,14.5384722,5,0,0,0,0,0,,4.1,24,10,7,7,2,3,0,0,1,0,2,sa331348
2009,Mike Marbry,COL,LEVEL,24,5,3,3.461538462,46,0,0,0,2,2,,65,268,67,27,25,1,15,1,0,2,0,54,sa331348
2008,Chad Lundahl,ATL,LEVEL,23,0,0,0,1,0,0,0,0,0,,0.1,2,0,0,0,0,0,0,1,0,0,0,sa331349
2006,Nick Cavanagh,HOU,LEVEL,24,1,0,2.892858128,6,0,0,0,1,0,,9.1,39,7,3,3,1,3,0,1,0,0,14,sa331869
2007,Nick Cavanagh,HOU,LEVEL,25,0,1,4.70929679,19,0,0,0,0,0,,28.2,124,21,16,15,4,15,0,2,4,0,33,sa331869
2007,Matt McSwain,PIT,LEVEL,21,3,2,5.586206897,15,9,0,0,0,0,,58,259,64,37,36,8,25,0,6,4,0,50,sa332077
2008,Matt McSwain,PIT,LEVEL,22,4,5,2.165093249,32,7,0,0,4,3,,70.2,283,62,22,17,5,13,0,1,2,0,50,sa332077
2007,Mike Pontius,CLE,LEVEL,19,0,3,5.837829863,13,0,0,0,0,2,,24.2,110,22,22,16,3,12,1,1,2,0,27,sa333180
2008,Mike Pontius,CLE,LEVEL,20,1,1,0.818181818,16,0,0,0,2,0,,33,127,16,4,3,0,15,0,0,2,0,39,sa333180
2008,Brad Cuthbertson,TOR,LEVEL,23,1,1,6.906992982,10,0,0,0,0,0,,14.1,73,19,16,11,3,12,0,1,3,0,18,sa333181
